timestamp,total_energy,heat_pump,Tout,hour,hour_sin,hour_cos,max_Tout,min_Tout,avg_Tout,Tout_hourly_mean,Tout_std,total_energy_smoothed,energy_rolling_mean,energy_daily,energy_rolling_std,is_weekend,season,month,spike,total_energy_max
2018-06-01 02:30:00,289.68611085679754,74.68999998304587,17.199999809265,2,0.49999999999999994,0.8660254037844387,34.5,15.699999809265,23.872395823399177,17.0687499046325,0.10282462716405916,416.4447216457791,347.549722078111,633.6423286561613,64.53505027368668,0,2,6,-10.199777221680051,3409.899662017821
2018-06-01 02:45:00,270.80033323499913,74.58088879055448,17.2999997138975,2,0.49999999999999994,0.8660254037844387,34.5,15.699999809265,23.885937492052665,17.14999985694875,0.12909932175627978,416.4447216457791,294.78599946763757,633.5332349150269,65.51283120163303,0,2,6,-18.88577762179841,3409.899662017821
2018-06-01 03:00:00,280.5213335673015,74.14333351982964,17.39999961853,3,0.7071067811865476,0.7071067811865476,34.5,15.699999809265,23.901562492052665,17.24999976158125,0.12909932175625385,419.8756097157796,285.10372221204955,633.4863680141945,12.450416706500471,0,2,6,9.721000332302367,3409.899662017821
2018-06-01 03:15:00,319.6727773878305,74.34333335028754,17.449999809265,3,0.7071067811865476,0.7071067811865476,34.5,15.699999809265,23.91822916020945,17.33749973773938,0.11086776404336274,419.8756097157796,285.10372221204955,633.9645682405543,21.126040619323692,0,2,6,39.15144382052898,3409.899662017821
2018-06-01 03:30:00,666.4304479810924,373.87189017401784,17.5,3,0.7071067811865476,0.7071067811865476,34.5,15.699999809265,23.93593749652302,17.412499785423122,0.08539137272184731,419.8756097157796,300.09705547756596,637.8350138681907,189.23216859964825,0,2,6,346.7576705932619,3409.899662017821
2018-06-01 03:45:00,911.98233388265,635.1680006239153,17.550000190735,3,0.7071067811865476,0.7071067811865476,34.5,15.699999809265,23.95468750099337,17.4749999046325,0.06454996867767336,419.8756097157796,493.0516126844614,643.1283298554245,300.0790030086976,0,2,6,245.55188590155763,3409.899662017821
2018-06-01 04:00:00,829.7244480556915,632.8903367784294,17.60000038147,4,0.8660254037844386,0.5000000000000001,34.5,16.0750000476835,23.974479173620505,17.5250000953675,0.06454996867764584,416.4447216457791,748.0774480183919,640.8709734015995,262.1944600375129,0,2,6,-82.2578858269585,3409.899662017821
2018-06-01 04:15:00,1319.9567789713547,642.5771104600693,17.8250002861025,4,0.8660254037844386,0.5000000000000001,34.5,16.450000286102,23.9927083427707,17.618750214576874,0.14343271068963148,415.25427809821247,870.8533909691707,651.5763044410282,278.0279617725755,0,2,6,490.23233091566317,3409.899662017821
2018-06-01 04:30:00,544.8336670769593,379.69822285970133,18.050000190735,4,0.8660254037844386,0.5000000000000001,34.5,16.825000524520497,24.009375008443968,17.756250262260625,0.2294694631169124,414.49799991183806,870.8533909691707,654.5063414820919,320.1970727950085,0,2,6,-775.1231118943954,3409.899662017821
2018-06-01 04:45:00,546.4304438273111,408.81966586642795,18.2750000953675,4,0.8660254037844386,0.5000000000000001,34.5,16.89999961853,24.024479170640287,17.93750023841875,0.29047362784726627,411.2206659528943,688.0774459415013,656.959092645292,365.2518956879471,0,2,6,1.5967767503518644,3409.899662017821
2018-06-01 05:00:00,916.8406684027784,647.2205573187937,18.5,5,0.9659258262890683,0.25881904510252074,34.5,16.89999961853,24.03802082935967,18.16250014305125,0.29047362784724035,407.85872116088854,731.6355561150448,648.083156325199,369.37525200844806,0,2,6,370.4102245754673,3409.899662017821
2018-06-01 05:15:00,1045.1807790120456,669.5964457194007,18.9749999046325,5,0.9659258262890683,0.25881904510252074,34.5,16.89999961853,24.0505208224058,18.450000047683748,0.39528458689005674,406.0077772776284,731.6355561150448,640.015060294116,256.7693203476223,0,2,6,128.34011060926719,3409.899662017821
2018-06-01 05:30:00,987.5370005289724,671.3021077473963,19.449999809265,5,0.9659258262890683,0.25881904510252074,34.5,16.89999961853,24.06197914977867,18.799999952316252,0.5224141455878838,405.63583301968043,952.1888344658754,642.0376216323288,224.59641327042127,0,2,6,-57.64377848307322,3409.899662017821
2018-06-01 05:45:00,1348.8396642896848,160.04122221204963,19.9249997138975,5,0.9659258262890683,0.25881904510252074,34.5,16.89999961853,24.072395811478284,19.21249985694875,0.6132222400308167,405.63583301968043,1016.358889770509,652.7290162784083,190.21116039397302,0,2,6,361.30266376071245,3409.899662017821
2018-06-01 06:00:00,1032.430216895212,91.04633339775933,20.39999961853,6,1.0,6.123233995736766e-17,34.5,16.89999961853,24.081770807504636,19.68749976158125,0.6132222400307876,405.63583301968043,1038.8054979536287,660.416946774942,165.41968211112442,0,2,6,-316.40944739447286,3409.899662017821
2018-06-01 06:15:00,288.2178899129223,90.27099956936308,20.52499961853,6,1.0,6.123233995736766e-17,34.5,16.89999961853,24.08749997119107,20.074999690055627,0.49032293201237853,403.40727839999704,1009.9836087120922,660.7494514315216,447.2590327487455,0,2,6,-744.2123269822896,3409.899662017821
2018-06-01 06:30:00,733.4644476148821,90.26744486490882,20.64999961853,6,1.0,6.123233995736766e-17,34.5,16.89999961853,24.089583302537577,20.374999642371876,0.31688584388798974,402.03388883802586,882.9473322550471,666.0039387270257,451.4049512318357,0,2,6,445.24655770195983,3409.899662017821
2018-06-01 06:45:00,401.1801108466252,89.73988901774086,20.77499961853,6,1.0,6.123233995736766e-17,34.5,16.89999961853,24.088020801544165,20.58749961853,0.16137430609249523,402.03388883802586,567.3222792307537,667.0001354853313,337.0369732667072,0,2,6,-332.28433676825694,3409.899662017821
